58:50.0	-36.295	127.336	414.098404	-0.041502	0.057376	0.011353
59:00.0	-36.709	127.913	414.211644	-0.041179	0.058032	0.011271
59:10.0	-37.119	128.496	414.324029	-0.040848	0.058701	0.011182
59:20.0	-37.526	129.086	414.435488	-0.040508	0.059381	0.011086
59:30.0	-37.93	129.684	414.54595	-0.04016	0.060073	0.010983
59:40.0	-38.33	130.288	414.655347	-0.039803	0.060776	0.010873
59:50.0	-38.727	130.899	414.763608	-0.039437	0.061491	0.010756
00:00.0	-39.119	131.517	414.870665	-0.039061	0.062217	0.010633
00:10.0	-39.508	132.143	414.976449	-0.038677	0.062955	0.010502
00:20.0	-39.893	132.776	415.080893	-0.038283	0.063703	0.010365
00:30.0	-40.275	133.417	415.183928	-0.037879	0.064463	0.010221
00:40.0	-40.652	134.066	415.28549	-0.037466	0.065233	0.01007
00:50.0	-41.024	134.722	415.385511	-0.037042	0.066013	0.009913
01:00.0	-41.393	135.386	415.483927	-0.036608	0.066803	0.009749
01:10.0	-41.757	136.058	415.580672	-0.036164	0.067603	0.009579
01:20.0	-42.117	136.738	415.675683	-0.035709	0.068413	0.009402
01:30.0	-42.472	137.426	415.768896	-0.035243	0.069231	0.00922
01:40.0	-42.822	138.123	415.86025	-0.034767	0.070057	0.009031
01:50.0	-43.168	138.827	415.949684	-0.034279	0.070892	0.008836
02:00.0	-43.508	139.54	416.037136	-0.03378	0.071734	0.008635
02:10.0	-43.844	140.262	416.122547	-0.03327	0.072583	0.008428
02:20.0	-44.174	140.992	416.205858	-0.032748	0.073438	0.008215
02:30.0	-44.499	141.731	416.287012	-0.032214	0.074299	0.007997
02:40.0	-44.819	142.478	416.365953	-0.031668	0.075164	0.007773
02:50.0	-45.133	143.234	416.442623	-0.031111	0.076034	0.007543
03:00.0	-45.441	143.999	416.51697	-0.030541	0.076907	0.007308
03:10.0	-45.744	144.773	416.58894	-0.029959	0.077782	0.007068
03:20.0	-46.041	145.555	416.658479	-0.029365	0.078658	0.006823
03:30.0	-46.332	146.346	416.725538	-0.028758	0.079535	0.006572
03:40.0	-46.617	147.146	416.790066	-0.028139	0.080411	0.006317
03:50.0	-46.895	147.954	416.852014	-0.027507	0.081286	0.006057
04:00.0	-47.167	148.771	416.911336	-0.026863	0.082158	0.005792
04:10.0	-47.433	149.598	416.967984	-0.026207	0.083025	0.005523
04:20.0	-47.692	150.432	417.021914	-0.025538	0.083888	0.005249
04:30.0	-47.944	151.275	417.073082	-0.024856	0.084744	0.004971
04:40.0	-48.189	152.127	417.121446	-0.024162	0.085591	0.004688
04:50.0	-48.427	152.987	417.166965	-0.023455	0.08643	0.004402
05:00.0	-48.659	153.856	417.209599	-0.022736	0.087258	0.004112
05:10.0	-48.882	154.733	417.249311	-0.022005	0.088074	0.003818
05:20.0	-49.099	155.618	417.286063	-0.021262	0.088876	0.00352
